labeled-data,pool2,img133.png,205.68539530526203,208.82689324936223,426.03619944829023,349.43169208348513,671.5699526362359,387.2061156508613,828.9633841669702,173.15104876906253,,,1135.3559308801332,105.99651798261584,,,499.4864674959662,114.39083433092173,,,245.5583979597148,254.9956331650444,,,314.81150783323795,219.3197886847447,551.9509446728778,263.3899495133503,,,,,,,,,,,1334.7209441523967,43.0391453703221,1336.819523239473,11.56045906417512,1009.4411856555455,200.43257690105656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img136.png,193.0939207828033,246.60131681673852,463.8106230156664,292.7700567324207,688.3585853328475,370.41748295424964,797.4846978608232,219.3197886847447,852.0477541248113,282.27716129703845,1116.468719096445,147.96809972414508,814.273330557435,22.0533544995576,488.993572060584,204.6297350752095,,,232.96692343725607,328.4459012127205,,,312.7129287461615,252.89705407796805,,,,,986.3568156977046,231.91126320720332,,,,,,,,,,,948.5823921303283,263.3899495133503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img162.png,218.27686982772076,338.93879664810277,476.40209753812525,573.9796544006662,,,786.9918024254409,590.7682870972778,,,998.9482902201632,372.5160620413261,803.7804351220527,296.96721490657364,499.4864674959662,439.6705928277728,,,226.67118617602665,445.9663300890022,337.89587779107893,370.41748295424964,339.9944568781554,458.55780461146094,507.8807838442721,391.40327382501425,717.7386925519179,171.05246968198617,898.2164940404932,305.3615312548794,755.5131161192942,359.9245875188674,1082.8914537032217,301.1643730807265,1074.4971373549158,248.6998959038151,1189.918987144121,137.47520428876282,1275.9607297142559,171.05246968198617,885.6250195180346,246.60131681673852,,,730.3301670743767,246.60131681673852,,,810.076172383282,217.22120959766812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img165.png,243.45981887263832,265.48852860042666,507.8807838442721,515.2194399625254,,,799.5832769478998,563.4867589652839,883.526440430958,469.0507000468432,917.1037058241814,311.65726851610884,1009.4411856555455,238.20700046843285,516.2751001925778,401.8961692603965,,,258.1498724821735,389.3046947379378,377.7688804455317,315.8544266902618,381.9660386196845,408.1919065216259,526.7679956279603,345.2345339093322,730.3301670743767,78.7149898506218,904.5122313017227,225.615525945974,875.1321240826524,288.57289855826775,1091.2857700515274,192.03826055275067,,,1284.3550460625615,135.37662520168624,1259.172097017644,70.32067350231614,898.2164940404932,185.74252329152137,,,747.1187997709883,168.95389059490958,,,831.0619632540465,152.16525789829802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img179.png,461.71204392859005,238.20700046843285,721.9358507260708,475.3464373080726,,,1047.2156092229218,462.7549627856139,1036.7227137875395,508.92370270129595,1299.045099672097,288.57289855826775,950.6809712174047,246.60131681673852,726.1330089002238,357.8260084317909,,,463.8106230156664,364.12174569302033,608.6125800239422,261.29137042627383,566.640998282413,372.5160620413261,738.7244834226824,290.6714776453442,,,1038.8212928746161,87.1093061989277,,,1208.8061989278092,112.29225524384515,1238.1863061468796,158.46099515952733,,,1370.3967886326964,45.13772445739846,1032.5255556133866,55.630619892780715,,,864.6392286472699,34.64482902201621,,,950.6809712174047,9.46187997709876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img181.png,499.4864674959662,343.1359548222557,747.1187997709883,573.9796544006662,,,1080.7928746161451,590.7682870972778,,,1322.1294696299378,383.0089574767085,1019.934081090928,336.8402175610263,774.4003279029823,448.0649091760787,,,499.48646749596634,450.16348826315516,652.6827408525478,351.5302711705615,604.4154218497893,464.85354187269036,780.6960651642116,372.5160620413261,873.0335449955758,36.7434081090928,1049.3141883099984,181.54536511736842,,,1233.9891479727266,204.6297350752095,,,1366.1996304585434,61.92635715401025,1431.2555821579138,187.84110237859772,1049.3141883099984,147.96809972414508,,,889.8221776921876,110.19367615676879,,,982.1596575235517,87.1093061989277,1030.4269765263102,112.29225524384515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img196.png,438.62767397074896,338.93879664810277,736.625904335606,611.7540779680425,,,1070.2999791807629,624.3455524905012,,,1233.9891479727266,374.6146411284026,1095.4829282256803,366.2203247800967,755.5131161192942,466.9521209597667,,,453.31772758028416,466.9521209597667,589.725368240254,364.12174569302033,581.3310518919482,487.93791183053133,745.0202206839119,399.79759017332003,,,780.6960651642116,36.7434081090928,,,1173.1303544475093,158.46099515952733,1158.440300837974,198.33399781397998,1328.4252068911674,28.349091760786905,1343.1152605007026,162.65815333368027,975.8639202623222,57.7291989798573,,,,,,,864.6392286472699,85.01072711185134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img205.png,421.8390412741373,477.4450163951491,728.2315879873001,817.4148285015353,,,1082.8914537032217,758.6546140633945,,,1164.7360380992036,454.360646437308,,,742.9216415968353,597.0640243585073,,,436.5290948836725,599.1626034455837,589.725368240254,483.7407536563785,572.9367355436423,651.6270806224952,747.1187997709883,544.5995471815958,,,640.091266330089,156.36241607245097,,,1158.440300837974,238.20700046843285,,,1305.3408369333263,150.06667881122144,,,965.3710248269399,166.85531150783322,,,795.3861187737468,95.50362254723359,,,732.4287461614531,166.85531150783322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img249.png,579.2324728048716,250.79847499089146,805.8790142091291,718.7816114089419,,,1351.5095768490082,603.3597616197366,1338.9181023265496,498.4308072659137,1611.733383646489,372.5160620413261,1259.172097017644,229.81268412012696,967.4696039140163,429.17769739239054,,,627.4997918076301,397.6990110862437,755.5131161192942,267.58710768750313,805.8790142091291,494.23364909176075,925.4980221724873,330.544480299797,,,,,,,1133.2573517930566,43.0391453703221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img256.png,545.6552074116482,492.1350700046843,631.6969499817831,955.9210482485817,,,1322.1294696299378,859.3864102430646,1343.1152605007026,697.7958205381773,1252.8763597564148,532.008072659137,1594.9447509498775,523.6137563108311,952.7795503044813,657.9228178837245,,,604.4154218497893,649.5285015354187,726.1330089002238,506.8251236142195,789.0903815125175,804.8233539790767,889.8221776921876,565.5853380523604,,,646.3870035913183,78.7149898506218,663.17563628793,116.4894134179981,1103.8772445739862,265.48852860042666,1108.0744027481392,299.06579399365,1196.2147244053504,66.1235153281632,1250.7777806693384,179.44678603029183,908.7093894758757,141.67236246291554,,,768.1045906417528,38.84198719616916,,,753.4145370322176,154.26383698537438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img307.png,371.4731431843023,57.7291989798573,703.0486389423827,555.092442616978,,,1024.1312392650807,603.3597616197366,,,1334.7209441523967,590.7682870972778,1288.5522042367145,561.3881798782074,749.2173788580646,345.2345339093322,,,386.16319679383747,234.0098422942799,549.8523655858012,93.405043460157,562.44384010826,370.41748295424964,703.0486389423827,196.23541872690362,623.3026336334774,57.7291989798573,,,,,975.8639202623222,215.12263051059176,,,973.7653411752458,78.7149898506218,,,782.794644251288,160.5595742466037,,,648.4855826783948,110.19367615676879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img355.png,530.965153802113,273.88284494873255,495.2893093218133,800.6261958049238,646.3870035913183,678.9086087544891,1147.9474054025918,775.4432467600062,,,1248.6792015822618,456.45922552438446,1275.9607297142556,422.8819601311611,912.9065476500284,435.47343465361985,,,585.5282100661009,359.9245875188674,,,562.44384010826,582.373970748972,705.147218029459,540.4023890074428,,,,,,,,,,,1082.8914537032217,322.1501639514911,,,812.1747514703586,536.2052308332899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img401.png,705.147218029459,527.8109144849841,593.9225264144068,590.7682870972778,,,1391.382579503461,1008.3855254254931,1479.5229011606723,794.3304585436944,1338.9181023265496,670.5142924061832,1487.9172175089782,475.3464373080726,1047.2156092229218,750.2602977150888,,,711.4429552906886,649.5285015354187,889.8221776921876,571.8810753135897,537.2608910633426,693.5986623640243,1026.2298183521573,624.3455524905012,,,486.8949929735075,229.81268412012696,,,938.0894966949461,347.33311299640866,948.5823921303283,385.10753656378483,1068.2014000936865,261.29137042627383,1118.5672981835214,330.544480299797,742.9216415968353,286.4743194711913,,,608.6125800239422,206.72831416228587,,,585.5282100661011,296.96721490657364,738.7244834226824,227.71410503305037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,pool2,img448.png,,,1603.3390672981834,758.6546140633945,,,,,,,,,,,1850.9713995732054,861.484989330141,,,,,,,1796.4083433092173,708.2887159735595,,,,,562.44384010826,374.6146411284026,598.1196845885597,370.41748295424964,782.794644251288,406.09332743454945,,,902.4136522146462,231.91126320720332,,,598.1196845885597,252.89705407796805,,,436.5290948836725,171.05246968198617,,,516.2751001925778,259.19279133919736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
