labeled-data,ocean1,img105.png,747.1187997709883,576.0782334877426,,,967.4696039140165,664.2185551449539,163.7138135637329,699.8943996252538,113.3479154738979,779.6404049341592,,,,,421.8390412741373,685.2043460157186,,,,,688.3585853328475,626.4441315775777,,,826.8648050798938,653.7256597095716,,,654.7813199396242,798.5276167178473,654.7813199396242,798.5276167178473,980.0610784364751,884.569359287982,998.9482902201632,899.2594128975173,1074.4971373549158,771.2460885858534,1082.8914537032217,809.0205121532296,873.0335449955758,792.2318794566179,,,753.4145370322176,739.7674022797064,,,692.5557435070004,792.2318794566179,728.2315879873001,827.9077239369177,1028.3283974392336,221.41836777182107,988.455394784781,236.10842138135627,1049.3141883099984,406.09332743454945,1259.172097017644,254.9956331650444,1366.1996304585434,374.6146411284026,,,1544.5788528600426,263.3899495133503,1168.9331962733565,213.0240514235154,1196.2147244053504,322.1501639514911,,,,,1074.4971373549158,145.8695206370685,1133.2573517930566,355.72742934471444,193.0939207828033,349.43169208348513,209.88255347941498,477.4450163951491,,,,,,,,,,,,,,,,,92.36212460313328,343.1359548222557,,,,
labeled-data,ocean1,img140.png,793.2875396866705,448.0649091760787,,,1015.736922916775,565.5853380523604,176.30528808619164,580.2753916618956,310.614349659085,701.9929787123301,,,344.19161505230835,408.1919065216259,509.9793629313486,515.2194399625254,,,,,753.4145370322176,481.64217456930203,803.7804351220527,576.0782334877426,904.5122313017227,548.7967053557487,,,,,,,690.4571644199239,762.8517722375475,671.5699526362359,796.4290376307708,770.2031697288294,649.5285015354187,778.5974860771353,695.6972414511008,554.0495237599541,683.1057669286421,,,451.2191484932077,662.1199760578775,,,461.71204392859005,697.7958205381773,,,776.4989069900587,112.29225524384515,690.4571644199239,294.8686358194972,,,1141.6516681413625,198.33399781397998,1091.2857700515274,122.7851506792274,,,1254.9749388434911,114.39083433092173,973.7653411752458,70.32067350231614,956.9767084786342,219.3197886847447,828.9633841669702,66.1235153281632,822.6676469057409,187.84110237859772,873.0335449955758,11.56045906417512,814.273330557435,288.57289855826775,58.784859209909996,162.65815333368027,52.48912194868058,305.3615312548794,25.207593816686654,265.48852860042666,,,,,,,,,,,,,,,,,,,,
labeled-data,ocean1,img167.png,889.8221776921876,445.9663300890022,,,1103.8772445739862,523.6137563108311,,,394.55751314214336,534.1066517462134,,,167.9109717378858,305.3615312548794,,,677.8656898974652,513.1208608754489,,,877.2307031697287,496.3322281788372,,,998.9482902201632,534.1066517462134,272.8399260917087,561.3881798782074,283.33282152709097,664.2185551449539,335.79729870400246,695.6972414511008,480.5992557122781,800.6261958049238,528.8665747150367,792.2318794566179,549.8523655858012,664.2185551449539,617.0068963722479,687.3029251027949,358.88166866184355,666.3171342320304,,,268.6427679175558,599.1626034455837,,,205.68539530526203,674.7114505803362,,,619.1054754593245,87.1093061989277,,,554.0495237599541,301.1643730807265,990.5539738718576,70.32067350231614,1009.4411856555455,213.02405142351517,1141.6516681413625,11.56045906417512,1099.6800863998333,141.67236246291554,858.3434913860406,64.0249362410866,839.4562796023524,225.615525945974,703.0486389423827,36.7434081090928,671.5699526362359,192.03826055275067,,,652.6827408525478,273.88284494873255,159.51665538957997,187.84110237859772,,,,,,,,,,,,,,,,,,,58.784859209909996,147.96809972414508,,,,
labeled-data,ocean1,img173.png,919.202284911258,473.24785822099614,,,1108.0744027481392,540.4023890074428,394.55751314214336,567.6839171394367,493.1907302347369,607.5569197938895,300.12145422370264,303.26295216780295,285.43140061416744,366.2203247800967,,,730.3301670743767,515.2194399625254,,,889.8221776921876,481.64217456930203,,,1007.3426065684691,540.4023890074428,211.98113256649123,557.1910217040544,,,209.88255347941498,660.021396970801,396.65609222921984,775.4432467600062,503.68362567011917,762.8517722375475,453.31772758028416,634.8384479258834,585.5282100661011,653.7256597095716,308.51577057200853,653.7256597095716,,,232.96692343725607,584.4725498360485,,,151.12233904127413,666.3171342320304,,,587.6267891531775,87.1093061989277,,,545.6552074116482,229.81268412012696,969.5681830010928,129.08088794045693,992.6525529589339,210.92547233643882,1072.3985582678395,95.50362254723359,1108.0744027481392,175.2496278561389,845.7520168635817,103.89793889553948,786.9918024254412,234.0098422942799,679.9642689845416,51.433461718627996,627.4997918076301,200.43257690105656,705.147218029459,11.56045906417512,606.5140009368656,263.3899495133503,182.601025347421,179.44678603029183,,,224.57260708895018,221.41836777182107,,,,,,,,,,,,,,,,,,,65.08059647113936,152.16525789829802
labeled-data,ocean1,img198.png,,,,,1173.1303544475093,498.4308072659137,543.5566283245719,443.86775100192574,740.823062509759,429.17769739239054,344.19161505230835,309.55868942903237,707.2457971165356,103.89793889553948,,,841.554858689429,443.86775100192574,,,982.1596575235517,441.76917191484927,,,1089.187190964451,496.3322281788372,,,,,,,285.43140061416744,760.753193150471,396.65609222921984,725.0773486701712,344.19161505230835,630.6412897517306,,,209.88255347941498,630.6412897517306,293.82571696247334,590.7682870972778,159.51665538957997,548.7967053557487,,,138.5308645188154,632.7398688388071,,,554.0495237599541,53.532040805704355,,,386.16319679383747,154.26383698537438,885.6250195180346,133.27804611460988,881.4278613438817,280.178582209962,1024.1312392650807,120.68657159215104,946.4838130432518,271.7842658616561,,,671.5699526362359,231.91126320720332,654.7813199396242,45.13772445739846,545.6552074116482,147.96809972414508,709.344376203612,15.757617238328066,480.5992557122781,196.23541872690362,,,264.44560974340294,412.38906469577887,428.1347785353667,275.981424035809,,,,,,,,,,,83.96780825482745,200.43257690105656,,,312.7129287461615,271.7842658616561,157.4180763025035,406.09332743454945,319.0086660073908,196.23541872690362
labeled-data,ocean1,img220.png,,,,,1185.721828969968,372.5160620413261,604.4154218497893,364.12174569302033,694.6543225940768,378.8117993025555,497.38788840888975,156.36241607245097,598.1196845885597,135.37662520168624,,,864.6392286472699,359.9245875188674,,,1009.4411856555455,336.8402175610263,,,1101.7786654869099,378.8117993025555,,,,,197.29107895695626,536.2052308332899,100.75644095143912,674.7114505803362,243.45981887263832,624.3455524905012,92.36212460313328,519.4165981366782,270.74134700463225,590.7682870972778,31.503331077916016,555.092442616978,142.7280226929683,519.4165981366782,,,,,,,214.07971165356793,515.2194399625254,,,,,,,738.7244834226824,139.57378337583918,705.147218029459,221.41836777182107,,,789.0903815125175,187.84110237859772,,,,,,,,,,,,,400.85325040337267,288.57289855826775,339.9944568781554,387.2061156508613,,,,,,,,,,,107.05217821266854,286.4743194711913,167.9109717378858,179.44678603029183,321.10724509446726,347.33311299640866,358.88166866184355,252.89705407796805,220.37544891479723,397.6990110862437,,
labeled-data,ocean1,img228.png,956.9767084786342,250.79847499089146,902.4136522146462,424.9805392182376,1135.3559308801332,347.33311299640866,577.1338937177952,357.8260084317909,686.2600062457711,353.62885025763796,516.2751001925778,139.57378337583918,625.4012127205538,49.33488263155141,,,822.6676469057409,305.3615312548794,,,954.8781293915579,294.8686358194972,,,1053.5113464841513,336.8402175610263,,,,,25.207593816686654,462.7549627856139,,,86.06638734190392,573.9796544006662,,,100.75644095143912,483.7407536563785,,,,,,,,,,,83.96780825482745,443.86775100192574,,,,,,,,,,,,,,,,,,,,,,,,,,,367.2759850101493,261.29137042627383,302.2200333107791,353.62885025763796,,,,,,,,,,,75.57349190652161,263.3899495133503,107.05217821266854,152.16525789829802,277.03708426586167,311.65726851610884,312.7129287461615,213.02405142351517,167.9109717378858,355.72742934471444,239.26266069848538,116.4894134179981
labeled-data,ocean1,img231.png,954.8781293915576,242.40415864258557,864.6392286472699,424.9805392182376,1122.7644563576744,338.93879664810277,562.44384010826,364.12174569302033,688.3585853328475,336.8402175610263,526.7679956279603,145.8695206370685,648.4855826783948,66.12351532816297,,,828.9633841669702,292.7700567324207,,,946.4838130432518,288.57289855826775,,,1051.4127673970747,326.34732212564404,,,,,,,,,35.700489252068905,552.9938635299015,,,41.996226513298325,439.6705928277728,,,,,,,,,,,,,,,,,,,600.2182636756363,101.7993598084629,570.8381564565659,181.54536511736842,,,585.5282100661011,252.89705407796805,,,,,,,,,,,,,356.7830895747671,242.40415864258557,293.82571696247334,347.33311299640866,,,,,,,,,,,67.17917555821583,246.60131681673852,119.64365273512726,162.65815333368027,256.05129339509705,305.3615312548794,302.2200333107791,221.41836777182107,157.4180763025035,341.03737573517924,235.06550252433243,95.50362254723359
labeled-data,ocean1,img237.png,948.5823921303283,215.12263051059176,780.6960651642116,429.17769739239054,1120.665877270598,320.0515848644146,596.0211055014834,357.826008431791,703.0486389423827,292.7700567324207,570.8381564565659,162.65815333368027,711.4429552906886,28.349091760786905,,,822.6676469057409,259.19279133919736,,,944.3852339561754,257.09421225212077,,,1038.8212928746161,301.1643730807265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.1481028470307,78.7149898506218,507.8807838442721,196.23541872690362,,,457.5148857544371,257.09421225212077,,,,,,,,,,,,,371.4731431843023,240.3055795555092,295.9242960495498,338.93879664810277,260.24845156925,70.32067350231614,,,,,,,,,,,132.23512725758604,145.8695206370685,253.95271430802057,307.4601103419559,310.614349659085,208.82689324936223,176.30528808619164,338.93879664810277,243.45981887263832,120.68657159215104
labeled-data,ocean1,img268.png,,,839.4562796023524,466.9521209597667,1078.6942955290688,435.47343465361985,560.3452610211834,376.71322021547905,669.4713735491594,364.12174569302033,402.95182949044914,244.50273772966216,520.4722583667308,129.08088794045693,,,789.0903815125175,366.2203247800967,,,915.005126737105,368.31890386717316,,,1003.1454483943162,420.78338104408465,,,,,,,,,,,,,,,,,,,,,,,,,,,176.30528808619164,19.954775412481013,,,119.64365273512726,173.15104876906253,,,,,,,287.5299797012439,355.72742934471444,,,100.75644095143917,273.88284494873255,,,86.06638734190392,45.13772445739846,,,18.911856555457234,108.0950970696922,360.98024774892,548.7967053557487,295.9242960495498,611.7540779680425,348.3887732264613,347.33311299640866,,,,,,,,,,,153.2209181283506,450.16348826315516,,,319.0086660073908,506.8251236142195,167.9109717378858,611.7540779680425,308.51577057200853,412.38906469577887
labeled-data,ocean1,img315.png,891.9207567792639,341.03737573517924,776.4989069900587,540.4023890074428,1040.9198719616925,439.6705928277728,533.0637328891896,406.09332743454945,646.3870035913183,389.3046947379378,352.58593140061413,332.64305938687335,495.2893093218133,187.84110237859772,,,770.2031697288294,389.3046947379378,,,849.9491750377347,368.31890386717316,,,973.7653411752458,420.78338104408465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.7688804455317,513.1208608754489,373.57172227137875,592.8668661843543,207.7839743923385,601.2611825326601,37.79906833914538,691.5000832769479,14.714698381304345,657.9228178837245,,,,,167.9109717378858,565.5853380523604,,,,,316.9100869203143,506.8251236142195,,,260.24845156925,511.0222817883724
labeled-data,ocean1,img320.png,889.8221776921876,347.33311299640866,784.8932233383646,532.008072659137,1040.9198719616925,448.0649091760787,554.0495237599541,424.9805392182376,648.4855826783948,439.6705928277728,386.16319679383747,315.8544266902618,501.5850465830427,227.71410503305037,,,789.0903815125175,397.6990110862437,,,877.2307031697287,378.8117993025555,,,984.258236610628,431.276276479467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.16319679383747,511.0222817883724,369.3745640972258,590.7682870972778,207.7839743923385,590.7682870972778,,,60.88343829698641,683.1057669286421,,,,,,,184.69960443449753,573.9796544006662,,,319.0086660073908,513.1208608754489,,,268.6427679175558,490.0364909176078
labeled-data,ocean1,img354.png,,,,,1001.0468693072398,460.6563836985374,539.3594701504189,580.2753916618956,570.8381564565659,473.24785822099614,476.40209753812525,416.5862228699318,562.44384010826,252.89705407796805,,,698.8514807682297,420.78338104408465,,,822.6676469057409,393.5018529120907,,,923.3994430854109,443.86775100192574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.9944568781554,433.3748555665434,337.89587779107893,532.008072659137,170.00955082496228,523.6137563108311,,,,,,,,,,,125.93938999635662,492.1350700046843,,,268.6427679175558,441.76917191484927,,,209.88255347941498,439.6705928277728
labeled-data,ocean1,img387.png,,,856.2449122989642,605.458340706813,1019.934081090928,548.7967053557487,444.9234112319784,546.6981262686722,600.2182636756363,632.7398688388071,,,455.41630666736063,445.9663300890022,,,692.5557435070004,529.9094935720606,,,814.273330557435,515.2194399625254,772.3017488159057,615.9512361421954,917.1037058241814,540.4023890074428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
