scorer,,,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi,Nyomi
labeled-data,lake1,img067.png,,,,,,,,,,,365.17740592307285,739.7674022797064,,,495.2893093218133,666.3171342320304,,,608.6125800239422,464.85354187269036,820.5690678186643,464.85354187269036,,,,,,,,,,,1655.803544475095,674.7114505803362,,,,,,,1362.0024722843907,422.8819601311611,1525.6916410763545,357.8260084317909,1233.9891479727266,305.3615312548794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img074.png,,,,,,,,,,,,,,,495.2893093218133,746.0631395409358,679.9642689845416,748.1617186280123,549.8523655858012,513.1208608754489,776.4989069900587,498.4308072659137,,,,,,,,,,,1561.3674855566542,653.7256597095716,,,,,,,1357.8053141102378,416.5862228699318,,,1231.8905688856503,307.4601103419559,,,1034.6241347004632,347.33311299640866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img081.png,,,,,,,,,671.5699526362359,1044.061369905793,,,195.19249986987978,890.8650965492114,554.0495237599541,716.6830323218654,724.0344298131472,720.8801904960183,583.4296309790245,536.2052308332899,766.0060115546764,498.4308072659137,,,942.286654869099,441.76917191484927,,,1196.2147244053504,490.0364909176078,,,1536.1845365117367,597.0640243585073,,,1901.3372976630403,666.3171342320304,,,1317.9323114557849,389.3046947379378,,,1160.5388799250507,257.09421225212077,,,1150.0459844896684,334.7416384739498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img092.png,,,,,,,,,814.273330557435,972.7096809451934,329.50156144277315,798.5276167178473,419.7404621870608,882.4707802009057,520.4722583667308,559.289600791131,669.4713735491594,542.5009680945193,,,,,,,,,,,,,,,1391.382579503461,498.4308072659137,,,1735.5495497840002,435.47343465361985,1785.9154478738355,317.95300577733826,1200.4118825795033,355.72742934471444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img109.png,,,,,,,388.26177588091394,945.4281528131994,,,,,724.0344298131472,901.3579919845938,564.5424191953364,498.4308072659137,755.5131161192942,496.3322281788372,,,,,,,,,,,,,,,1391.382579503461,473.24785822099614,1720.8594961744652,424.9805392182376,1769.1268151772238,481.64217456930203,1746.0424452193824,135.37662520168624,1173.1303544475093,391.40327382501425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img123.png,,,,,,,562.44384010826,764.950351324624,755.5131161192942,760.753193150471,497.38788840888975,613.8526570551189,644.2884245042419,613.8526570551189,497.38788840888975,408.1919065216259,679.9642689845416,406.09332743454945,,,,,,,,,,,,,,,1343.1152605007026,473.24785822099614,,,1655.803544475095,418.6848019570082,1722.9580752615416,171.05246968198617,1164.7360380992036,370.41748295424964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img136.png,,,,,,,,,803.7804351220527,861.484989330141,132.23512725758604,670.5142924061832,971.6667620881694,626.4441315775777,468.00778118981935,550.8952844428252,648.4855826783948,550.8952844428252,499.4864674959662,309.55868942903237,698.8514807682297,347.33311299640866,,,,,,,,,,,1290.650783323791,475.3464373080726,,,1494.2129547702075,271.7842658616561,1731.3523916098475,424.9805392182376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img180.png,,,,,,,,,,,528.8665747150367,487.93791183053133,650.5841617654712,544.5995471815958,,,,,,,,,,,,,,,,,,,1519.395903815125,559.289600791131,1674.690756258783,517.3180190496018,1739.7467079581534,569.7824962265132,1897.1401394888876,341.03737573517924,1355.7067350231612,334.7416384739498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img224.png,,,,,,,,,690.4571644199239,838.4006193723001,,,948.5823921303283,561.3881798782074,302.2200333107791,674.7114505803362,491.09215114766045,645.3313433612658,,,,,,,,,,,,,,,,,,,,,,,1662.0992817363242,406.09332743454945,,,1517.2973247280486,303.26295216780295,,,1481.6214802477487,460.6563836985374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img236.png,,,,,,,,,486.8949929735075,989.498313641805,,,,,,,539.3594701504189,691.5000832769479,,,,,,,,,,,1878.2529277051995,668.4157133191068,,,,,,,,,,,1808.9998178316764,481.64217456930203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img278.png,,,,,,,,,,,,,486.8949929735075,691.5000832769479,426.03619944829023,517.3180190496018,537.2608910633426,511.0222817883724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img301.png,,,,,,,,,321.10724509446726,1018.8784208608754,,,,,,,470.1063602768958,653.7256597095716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,lake1,img330.png,,,,,,,,,637.9926872430126,960.1182064227346,,,,,,,795.3861187737468,636.9370270129599,,,971.6667620881694,456.45922552438446,,,1183.6232498828917,422.8819601311611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,ocean1,img007.png,803.9486993745714,604.5250502779618,,,778.143811573509,681.9397136811491,824.5926096154213,814.4048043932697,594.0689452592633,850.5316473147573,,,583.7469901388383,680.2193878277449,764.3812047462757,754.1933995241241,647.3990467147925,752.4730736707198,,,735.1356652384048,638.931567346045,,,674.9242603692591,650.9738483198742,1466.2741529351747,657.8551517334909,,,1412.9440514796456,752.4730736707198,1827.5425821500494,907.3024004770946,,,1908.3978972600453,776.5576356183781,1872.2710543385579,800.6421975660364,1695.077491437929,795.481220005824,,,1552.290445605383,702.5836239219991,,,1504.1213217100662,759.3543770843364,,,,,,,1789.6954133751578,188.2061937541539,,,,,,,,,,,,,,,,,,,,,557.9421023377759,356.79812738776207,619.8738330603258,454.8567010317994,559.66242819118,468.6193078590327,,,,,860.7194525369089,489.2632180998827,,,702.4494740237257,468.6193078590327,,,630.1957881807508,389.48431860244114,537.298192096926,423.89083567052444,702.4494740237257,441.0940942045661,523.5355852696925,503.025824927116
labeled-data,ocean1,img019.png,753.4145370322176,605.458340706813,,,761.8088533805235,733.4716650184771,721.9358507260708,794.3304585436944,440.72625305782543,785.9361421953886,,,,,671.5699526362359,758.6546140633945,568.7395773694893,739.7674022797064,,,656.8798990267007,647.4299224483423,,,642.1898454171653,695.6972414511008,1399.7768958517668,674.7114505803362,1324.2280487170144,769.1475094987768,,,1695.6765471295475,941.2309946390465,,,1785.915447873835,830.0063030239942,1752.338182480612,809.0205121532296,1569.76180190496,809.0205121532296,,,1466.9314266382135,731.3730859314006,,,1393.4811585905375,779.6404049341592,,,,,1343.1152605007026,112.29225524384515,1584.4518555144953,234.0098422942799,,,,,,,,,,,,,,,,,,,1779.619710612606,162.65815333368027,491.09215114766045,351.5302711705615,535.162311976266,443.86775100192574,478.5006766252016,456.45922552438446,,,,,778.5974860771353,498.4308072659137,,,608.6125800239422,483.7407536563785,,,558.2466819341071,399.79759017332015,447.02199031905474,427.0791183053142,619.1054754593245,452.2620673502315,419.7404621870608,498.4308072659137
labeled-data,ocean1,img042.png,715.6401134648413,615.9512361421954,,,789.0903815125175,683.1057669286421,377.7688804455317,733.4716650184771,352.58593140061413,863.5835684172175,411.34614583875504,615.9512361421954,314.81150783323795,689.4015041898714,,,447.02199031905474,733.4716650184771,,,585.5282100661011,653.7256597095717,,,635.894108155936,660.021396970801,1189.918987144121,716.6830323218654,1133.2573517930566,800.6261958049238,,,1527.7902201634308,859.3864102430646,1483.7200593348252,876.1750429396762,1632.7191745172538,775.4432467600062,,,1351.5095768490082,798.5276167178473,,,1257.0735179305677,746.0631395409358,,,1200.4118825795033,806.9219330661531,1196.2147244053504,827.9077239369177,,,1254.9749388434911,181.54536511736842,1490.0157965960545,334.7416384739498,1540.3816946858897,82.91214802477475,1701.9722843907768,313.7558476031853,,,,,,,,,,,,,1330.5237859782437,32.54624993493985,1565.5646437308071,271.7842658616561,360.98024774892,330.544480299797,398.7546713162962,429.17769739239054,339.9944568781554,429.17769739239054,,,,,549.8523655858012,523.6137563108311,,,434.430515796596,498.4308072659137,344.19161505230835,519.4165981366782,402.95182949044914,380.910378389632,274.9385051787852,391.40327382501425,472.2049393639723,454.360646437308,243.45981887263832,458.55780461146094
labeled-data,ocean1,img071.png,711.4429552906886,567.6839171394367,873.0335449955758,664.2185551449539,,,348.3887732264612,874.0764638525998,226.67118617602665,857.2878311559881,298.0228751366263,668.4157133191068,197.29107895695626,624.3455524905012,402.95182949044914,693.5986623640243,,,635.894108155936,609.655498880966,,,732.4287461614531,645.3313433612658,738.7244834226824,691.5000832769479,,,938.0894966949461,777.5418258470827,,,1282.2564669754852,798.5276167178473,1265.4678342788736,825.8091448498412,1347.3124186748555,676.8100296674127,1336.819523239473,733.4716650184771,1139.553089054286,746.0631395409358,,,,,998.9482902201632,794.3304585436944,,,,,,,1139.553089054286,210.92547233643882,1311.6365741945556,351.5302711705615,1443.8470566803726,194.13683963982703,1473.227163899443,299.06579399365,,,1697.775126216624,204.6297350752095,1301.1436787591733,76.61641076354545,,,,,,,1175.2289335345858,87.1093061989277,1359.9038931973141,280.178582209962,300.12145422370264,336.8402175610263,325.3044032686202,445.9663300890022,211.98113256649145,374.6146411284026,304.3186123978556,615.9512361421954,,,308.51577057200853,573.9796544006662,,,237.1640816114089,506.8251236142195,117.54507364805079,508.92370270129595,,,176.30528808619164,349.43169208348513,,,92.36212460313328,397.6990110862437
labeled-data,ocean1,img078.png,688.3585853328475,607.5569197938895,,,860.4420704731172,704.0915577994066,274.9385051787852,892.9636756362879,153.2209181283506,878.2736220267527,,,161.61523447665644,651.6270806224952,356.7830895747671,727.1759277572477,,,,,610.7111591110186,653.7256597095716,,,717.7386925519179,699.8943996252538,,,870.9349659084994,825.8091448498412,870.9349659084994,825.8091448498412,1215.1019361890385,840.4991984593764,1213.0033571019621,876.1750429396762,1296.9465205850204,733.4716650184771,1288.5522042367145,775.4432467600062,1091.2857700515274,800.6261958049238,,,,,,,908.7093894758757,823.7105657627648,942.286654869099,848.8935148076823,,,1089.187190964451,269.6856867745796,1173.1303544475093,410.2904856087024,1336.819523239473,313.7558476031853,1477.424322073596,296.96721490657364,1504.7058502055897,194.13683963982703,1712.465179826159,145.8695206370685,1236.087727059803,179.44678603029183,,,,,,,1147.9474054025918,145.8695206370685,1261.2706761047207,351.5302711705615,253.95271430802057,380.910378389632,272.8399260917087,487.93791183053133,134.33370634466246,313.7558476031853,201.4882371311092,649.5285015354187,90.26354551605687,693.5986623640243,,,,,,,33.60191016499249,523.6137563108311,,,153.2209181283506,383.0089574767085,,,67.17917555821583,338.93879664810277
labeled-data,ocean1,img090.png,684.1614271586946,605.458340706813,,,883.526440430958,693.5986623640243,159.51665538957997,804.8233539790766,,,,,,,,,327.4029823556967,691.5000832769479,,,591.8239473273304,636.9370270129599,696.7529016811534,716.6830323218654,730.3301670743767,668.4157133191068,,,770.2031697288294,809.0205121532296,770.2031697288294,809.0205121532296,1099.6800863998333,888.7665174621351,,,1175.2289335345858,777.5418258470827,,,961.173866652787,804.8233539790767,,,,,,,805.8790142091291,794.3304585436944,843.6534377765054,823.7105657627648,,,1040.9198719616925,269.6856867745796,1103.8772445739862,355.72742934471444,1324.2280487170144,240.3055795555092,1391.382579503461,391.40327382501425,1521.4944829022015,59.82777806693366,1569.76180190496,267.58710768750313,1221.3976734502678,171.05246968198617,,,,,,,1095.4829282256803,160.5595742466037,1200.4118825795033,347.33311299640866,241.36123978556185,372.5160620413261,,,,,,,,,,,,,,,,,88.16496642898039,353.62885025763796,,,,,,
labeled-data,ocean1,img105.png,747.1187997709883,576.0782334877426,,,967.4696039140165,664.2185551449539,163.7138135637329,699.8943996252538,113.3479154738979,779.6404049341592,,,,,421.8390412741373,685.2043460157186,,,,,688.3585853328475,626.4441315775777,,,826.8648050798938,653.7256597095716,,,654.7813199396242,798.5276167178473,654.7813199396242,798.5276167178473,980.0610784364751,884.569359287982,998.9482902201632,899.2594128975173,1074.4971373549158,771.2460885858534,1082.8914537032217,809.0205121532296,873.0335449955758,792.2318794566179,,,753.4145370322176,739.7674022797064,,,692.5557435070004,792.2318794566179,728.2315879873001,827.9077239369177,1028.3283974392336,221.41836777182107,988.455394784781,236.10842138135627,1049.3141883099984,406.09332743454945,1259.172097017644,254.9956331650444,1366.1996304585434,374.6146411284026,,,1544.5788528600426,263.3899495133503,1168.9331962733565,213.0240514235154,1196.2147244053504,322.1501639514911,,,,,1074.4971373549158,145.8695206370685,1133.2573517930566,355.72742934471444,193.0939207828033,349.43169208348513,209.88255347941498,477.4450163951491,,,,,,,,,,,,,,,,,92.36212460313328,343.1359548222557,,,,
labeled-data,ocean1,img140.png,793.2875396866705,448.0649091760787,,,1015.736922916775,565.5853380523604,176.30528808619164,580.2753916618956,310.614349659085,701.9929787123301,,,344.19161505230835,408.1919065216259,509.9793629313486,515.2194399625254,,,,,753.4145370322176,481.64217456930203,803.7804351220527,576.0782334877426,904.5122313017227,548.7967053557487,,,,,,,690.4571644199239,762.8517722375475,671.5699526362359,796.4290376307708,770.2031697288294,649.5285015354187,778.5974860771353,695.6972414511008,554.0495237599541,683.1057669286421,,,451.2191484932077,662.1199760578775,,,461.71204392859005,697.7958205381773,,,776.4989069900587,112.29225524384515,690.4571644199239,294.8686358194972,,,1141.6516681413625,198.33399781397998,1091.2857700515274,122.7851506792274,,,1254.9749388434911,114.39083433092173,973.7653411752458,70.32067350231614,956.9767084786342,219.3197886847447,828.9633841669702,66.1235153281632,822.6676469057409,187.84110237859772,873.0335449955758,11.56045906417512,814.273330557435,288.57289855826775,58.784859209909996,162.65815333368027,52.48912194868058,305.3615312548794,25.207593816686654,265.48852860042666,,,,,,,,,,,,,,,,,,,,
labeled-data,ocean1,img167.png,889.8221776921876,445.9663300890022,,,1103.8772445739862,523.6137563108311,,,394.55751314214336,534.1066517462134,,,167.9109717378858,305.3615312548794,,,677.8656898974652,513.1208608754489,,,877.2307031697287,496.3322281788372,,,998.9482902201632,534.1066517462134,272.8399260917087,561.3881798782074,283.33282152709097,664.2185551449539,335.79729870400246,695.6972414511008,480.5992557122781,800.6261958049238,528.8665747150367,792.2318794566179,549.8523655858012,664.2185551449539,617.0068963722479,687.3029251027949,358.88166866184355,666.3171342320304,,,268.6427679175558,599.1626034455837,,,205.68539530526203,674.7114505803362,,,619.1054754593245,87.1093061989277,,,554.0495237599541,301.1643730807265,990.5539738718576,70.32067350231614,1009.4411856555455,213.02405142351517,1141.6516681413625,11.56045906417512,1099.6800863998333,141.67236246291554,858.3434913860406,64.0249362410866,839.4562796023524,225.615525945974,703.0486389423827,36.7434081090928,671.5699526362359,192.03826055275067,,,652.6827408525478,273.88284494873255,159.51665538957997,187.84110237859772,,,,,,,,,,,,,,,,,,,58.784859209909996,147.96809972414508,,,,
labeled-data,ocean1,img173.png,919.202284911258,473.24785822099614,,,1108.0744027481392,540.4023890074428,394.55751314214336,567.6839171394367,493.1907302347369,607.5569197938895,300.12145422370264,303.26295216780295,285.43140061416744,366.2203247800967,,,730.3301670743767,515.2194399625254,,,889.8221776921876,481.64217456930203,,,1007.3426065684691,540.4023890074428,211.98113256649123,557.1910217040544,,,209.88255347941498,660.021396970801,396.65609222921984,775.4432467600062,503.68362567011917,762.8517722375475,453.31772758028416,634.8384479258834,585.5282100661011,653.7256597095716,308.51577057200853,653.7256597095716,,,232.96692343725607,584.4725498360485,,,151.12233904127413,666.3171342320304,,,587.6267891531775,87.1093061989277,,,545.6552074116482,229.81268412012696,969.5681830010928,129.08088794045693,992.6525529589339,210.92547233643882,1072.3985582678395,95.50362254723359,1108.0744027481392,175.2496278561389,845.7520168635817,103.89793889553948,786.9918024254412,234.0098422942799,679.9642689845416,51.433461718627996,627.4997918076301,200.43257690105656,705.147218029459,11.56045906417512,606.5140009368656,263.3899495133503,182.601025347421,179.44678603029183,,,224.57260708895018,221.41836777182107,,,,,,,,,,,,,,,,,,,65.08059647113936,152.16525789829802
labeled-data,ocean1,img198.png,,,,,1173.1303544475093,498.4308072659137,543.5566283245719,443.86775100192574,740.823062509759,429.17769739239054,344.19161505230835,309.55868942903237,707.2457971165356,103.89793889553948,,,841.554858689429,443.86775100192574,,,982.1596575235517,441.76917191484927,,,1089.187190964451,496.3322281788372,,,,,,,285.43140061416744,760.753193150471,396.65609222921984,725.0773486701712,344.19161505230835,630.6412897517306,,,209.88255347941498,630.6412897517306,293.82571696247334,590.7682870972778,159.51665538957997,548.7967053557487,,,138.5308645188154,632.7398688388071,,,554.0495237599541,53.532040805704355,,,386.16319679383747,154.26383698537438,885.6250195180346,133.27804611460988,881.4278613438817,280.178582209962,1024.1312392650807,120.68657159215104,946.4838130432518,271.7842658616561,,,671.5699526362359,231.91126320720332,654.7813199396242,45.13772445739846,545.6552074116482,147.96809972414508,709.344376203612,15.757617238328066,480.5992557122781,196.23541872690362,,,264.44560974340294,412.38906469577887,428.1347785353667,275.981424035809,,,,,,,,,,,83.96780825482745,200.43257690105656,,,312.7129287461615,271.7842658616561,157.4180763025035,406.09332743454945,319.0086660073908,196.23541872690362
labeled-data,ocean1,img220.png,,,,,1185.721828969968,372.5160620413261,604.4154218497893,364.12174569302033,694.6543225940768,378.8117993025555,497.38788840888975,156.36241607245097,598.1196845885597,135.37662520168624,,,864.6392286472699,359.9245875188674,,,1009.4411856555455,336.8402175610263,,,1101.7786654869099,378.8117993025555,,,,,197.29107895695626,536.2052308332899,100.75644095143912,674.7114505803362,243.45981887263832,624.3455524905012,92.36212460313328,519.4165981366782,270.74134700463225,590.7682870972778,31.503331077916016,555.092442616978,142.7280226929683,519.4165981366782,,,,,,,214.07971165356793,515.2194399625254,,,,,,,738.7244834226824,139.57378337583918,705.147218029459,221.41836777182107,,,789.0903815125175,187.84110237859772,,,,,,,,,,,,,400.85325040337267,288.57289855826775,339.9944568781554,387.2061156508613,,,,,,,,,,,107.05217821266854,286.4743194711913,167.9109717378858,179.44678603029183,321.10724509446726,347.33311299640866,358.88166866184355,252.89705407796805,220.37544891479723,397.6990110862437,,
